#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       7.768704798878e+03       2.571089827890e-01      -2.320576443427e+00       2.644321275117e-05      -4.271440220628e-02      -9.180073820594e-04      -2.145039002647e-04      -2.285655099132e-04      -7.513006469855e+00       1.567082569370e-03       5.847497926986e-01       5.847298573614e-01      -2.252738338026e+00       1.156971176192e-05      -5.367822670306e-02      -7.513898886047e+00       1.567388382317e-03 
       7.880395416739e+03       2.644291264098e-01      -2.326384014728e+00       3.256523267417e-05      -3.888603197647e-02      -9.230935487530e-04      -2.311621475976e-04      -2.404540385326e-04      -7.690262199598e+00       1.588080259298e-03       5.843958548961e-01       5.843785300278e-01      -2.256478868530e+00       1.969735383722e-05      -4.989142195477e-02      -7.691188659025e+00       1.588383993995e-03 
       7.992086034600e+03       2.718640628674e-01      -2.333142887500e+00       3.797622949311e-05      -3.476025647769e-02      -9.219917896779e-04      -2.470473890254e-04      -2.512255152725e-04      -7.869927712137e+00       1.608999577160e-03       5.840190708166e-01       5.840042475705e-01      -2.261477302026e+00       2.721661170814e-05      -4.571189756822e-02      -7.870887966316e+00       1.609300948036e-03 
       8.103776652461e+03       2.794151787998e-01      -2.340748520909e+00       4.262099267834e-05      -3.039309993213e-02      -9.149988879675e-04      -2.620187054822e-04      -2.608919690178e-04      -8.051998123196e+00       1.629835097208e-03       5.836180692646e-01       5.836056201777e-01      -2.267642734301e+00       3.405017460319e-05      -4.119495938924e-02      -8.052991893957e+00       1.630133856802e-03 
       8.215467270322e+03       2.870839623091e-01      -2.349089016140e+00       4.645354330643e-05      -2.584214240695e-02      -9.024638526306e-04      -2.759459549875e-04      -2.694718125771e-04      -8.236468063715e+00       1.650581090958e-03       5.831914290767e-01       5.831812120360e-01      -2.274873585991e+00       4.012959545884e-05      -3.639854306579e-02      -8.237495047240e+00       1.650877026579e-03 
       8.327157888184e+03       2.948720092749e-01      -2.358046513783e+00       4.943739679524e-05      -2.116591462431e-02      -8.847769092914e-04      -2.887110917410e-04      -2.769881959111e-04      -8.423331650068e+00       1.671231515720e-03       5.827376779589e-01       5.827295397821e-01      -2.283058966952e+00       4.539582428562e-05      -3.138258762429e-02      -8.424391520558e+00       1.671524446140e-03 
       8.456917754947e+03       3.040720381134e-01      -2.369065812178e+00       5.180321150125e-05      -1.565376546269e-02      -8.583175311804e-04      -3.019439587102e-04      -2.844202168300e-04      -8.643423222286e+00       1.695094297434e-03       5.821744539207e-01       5.821685283311e-01      -2.293609703365e+00       5.042822207885e-05      -2.536063872764e-02      -8.644520866529e+00       1.695383545960e-03 
       8.586677621710e+03       3.134382428223e-01      -2.380555686903e+00       5.296203955024e-05      -1.014376535857e-02      -8.261695359836e-04      -3.133265848388e-04      -2.904974276293e-04      -8.866725806015e+00       1.718808916730e-03       5.815700961225e-01       5.815661584045e-01      -2.305091421368e+00       5.423696382612e-05      -1.922238253966e-02      -8.867860734948e+00       1.719094315280e-03 
       8.716437488474e+03       3.229737496733e-01      -2.392316702813e+00       5.290588848982e-05      -4.725946442750e-03      -7.890530927841e-04      -3.227448533755e-04      -2.952668485509e-04      -9.093227208002e+00       1.742364170675e-03       5.809220234799e-01       5.809198460203e-01      -2.317298906011e+00       5.678088504373e-05      -1.306499122858e-02      -9.094398912979e+00       1.742645584463e-03 
       8.846197355237e+03       3.326819392547e-01      -2.404149942119e+00       5.164410551629e-05       5.126322010146e-04      -7.477003037809e-04      -3.301117854717e-04      -2.987766965819e-04      -9.322914032302e+00       1.765748187124e-03       5.802275528969e-01       5.802269091450e-01      -2.330021855554e+00       5.803775611132e-05      -6.984209744610e-03      -9.324121989096e+00       1.766025509951e-03 
       8.975957222000e+03       3.425664646424e-01      -2.415859972144e+00       4.920285101737e-05       5.489050602271e-03      -7.028443215654e-04      -3.353677351267e-04      -3.010756821518e-04      -9.555771600047e+00       1.788948396957e-03       5.794838970279e-01       5.794845648823e-01      -2.343048158566e+00       5.800410627170e-05      -1.073043529813e-03      -9.557015272272e+00       1.789221547117e-03 
       9.105717088764e+03       3.526312708665e-01      -2.427257701201e+00       4.562433357186e-05       1.012562010102e-02      -6.552092909818e-04      -3.384802313579e-04      -3.022124509240e-04      -9.791783865347e+00       1.811951505957e-03       5.786881621028e-01       5.786899267683e-01      -2.356167111089e+00       5.669478358706e-05       4.579494687322e-03      -9.793062707402e+00       1.812220422638e-03 
       9.235476955527e+03       3.628806157457e-01      -2.438163082755e+00       4.096581671661e-05       1.435088702060e-02      -6.055014146562e-04      -3.394434437455e-04      -3.022352166392e-04      -1.003093332699e+01       1.834743465987e-03       5.778373458796e-01       5.778400022360e-01      -2.369172536101e+00       5.414225287065e-05       9.889563739094e-03      -1.003224678656e+01       1.835008106103e-03 
       9.388336643593e+03       3.751975499925e-01      -2.450150031150e+00       3.418988014857e-05       1.871373480282e-02      -5.452087406601e-04      -3.378493824765e-04      -3.008976384081e-04      -1.031665476499e+01       1.861301763330e-03       5.767601681750e-01       5.767636276666e-01      -2.384078123701e+00       4.960812476636e-05       1.560056758612e-02      -1.031800829001e+01       1.861561330496e-03 
       9.541196331660e+03       3.877851159725e-01      -2.460970045297e+00       2.615264368848e-05       2.232595296554e-02      -4.840380975155e-04      -3.333774332774e-04      -2.981571156104e-04      -1.060666919274e+01       1.887520727365e-03       5.755969391204e-01       5.756009548300e-01      -2.398244865157e+00       4.352526521233e-05       2.061516653666e-02      -1.060806200611e+01       1.887775202787e-03 
       9.694056019726e+03       4.006522163785e-01      -2.470403867254e+00       1.701279279327e-05       2.511332228508e-02      -4.229712401012e-04      -3.261475842723e-04      -2.940897051631e-04      -1.090093912797e+01       1.913373027020e-03       5.743421499356e-01       5.743464985915e-01      -2.411392321603e+00       3.602796329132e-05       2.483542891049e-02      -1.090237045100e+01       1.913622408426e-03 
       9.846915707792e+03       4.138085689348e-01      -2.478267222027e+00       6.945543880710e-06       2.701943830322e-02      -3.629068364260e-04      -3.163198171760e-04      -2.887710824341e-04      -1.119942344786e+01       1.938829628401e-03       5.729900683085e-01       5.729945515925e-01      -2.423270717039e+00       2.727343916742e-05       2.818085574124e-02      -1.120089250257e+01       1.939073926849e-03 
       9.999775395858e+03       4.272647765574e-01      -2.484413770407e+00      -3.861540521589e-06       2.800643257307e-02      -3.046529867889e-04      -3.040897070505e-04      -2.822770812237e-04      -1.150207713424e+01       1.963859724686e-03       5.715347354052e-01       5.715391805933e-01      -2.433665210755e+00       1.743778480251e-05       3.058956804010e-02      -1.150358314518e+01       1.964098961885e-03 
       1.015263508392e+04       4.410324041067e-01      -2.488737202630e+00      -1.521289670606e-05       2.805531245653e-02      -2.489218804352e-04      -2.896836611753e-04      -2.746842979115e-04      -1.180885100648e+01       1.988430665135e-03       5.699699634180e-01       5.699742234377e-01      -2.442399320695e+00       6.711628203100e-06       3.201910232512e-02      -1.181039320220e+01       1.988664871220e-03 
       1.030549477199e+04       4.551240625077e-01      -2.491172434231e+00      -2.690939441158e-05       2.716591005749e-02      -1.963265462201e-04      -2.733538657456e-04      -2.660707250106e-04      -1.211969144150e+01       2.012507883542e-03       5.682893336858e-01       5.682932866683e-01      -2.449337440355e+00      -4.704409992436e-06       3.244679815232e-02      -1.212126905567e+01       2.012737095233e-03 
       1.045835446006e+04       4.695535011314e-01      -2.491695886981e+00      -3.875277655529e-05       2.535644155461e-02      -1.473795198806e-04      -2.553730349325e-04      -2.565163594578e-04      -1.243454008049e+01       2.036054826425e-03       5.664861954309e-01       5.664897438341e-01      -2.454386409466e+00      -1.660437936256e-05       3.186977124626e-02      -1.243615235282e+01       2.036279085513e-03 
       1.061750208838e+04       4.849515683017e-01      -2.490228573507e+00      -5.103157746303e-05       2.253364591772e-02      -1.007386976488e-04      -2.352084780058e-04      -2.456582600187e-04      -1.276653069975e+01       2.059965323780e-03       5.644712962275e-01       5.644743446193e-01      -2.457582240874e+00      -2.928555211452e-05       3.021936624208e-02      -1.276817825526e+01       2.060184475048e-03 
       1.077664971671e+04       5.007505115162e-01      -2.486772855757e+00      -6.305343896176e-05       1.881168898407e-02      -5.885107866780e-05      -2.139025764136e-04      -2.339663991003e-04      -1.310271956265e+01       2.083213117895e-03       5.623081032190e-01       5.623105951790e-01      -2.458668936525e+00      -4.203881478562e-05       2.753772997367e-02      -1.310440159259e+01       2.083427213916e-03 
       1.093579734503e+04       5.169705480504e-01      -2.481437023247e+00      -7.462711861987e-05       1.426727315962e-02      -2.195755525946e-05      -1.917967053322e-04      -2.215411571884e-04      -1.344302222338e+01       2.105749583443e-03       5.599883086949e-01       5.599902100278e-01      -2.457687772933e+00      -5.464558639093e-05       2.388503764219e-02      -1.344473792755e+01       2.105958678954e-03 
       1.109494497336e+04       5.336338046622e-01      -2.474368972613e+00      -8.558138783021e-05       8.992361695278e-03       9.806859831020e-06      -1.692312855888e-04      -2.084868983583e-04      -1.378734709964e+01       2.127523415934e-03       5.575033357786e-01       5.575046322412e-01      -2.454725982354e+00      -6.690226593482e-05       1.933986314474e-02      -1.378909568668e+01       2.127727567054e-03 
       1.125409260168e+04       5.507645057321e-01      -2.465751536290e+00      -9.576877286130e-05       3.091684990660e-03       3.640624664164e-05      -1.465399382160e-04      -1.949119161649e-04      -1.413559502874e+01       2.148480545688e-03       5.548443423235e-01       5.548450372194e-01      -2.449913064629e+00      -7.862478543357e-05       1.399691080538e-02      -1.413737571627e+01       2.148679809286e-03 
       1.138238573115e+04       5.649322953941e-01      -2.457820694072e+00      -1.033397908290e-04      -2.042652664476e-03       5.412355833467e-05      -1.283755098852e-04      -1.836658348186e-04      -1.441911012708e+01       2.164741435949e-03       5.525679835187e-01       5.525682062281e-01      -2.444798434750e+00      -8.757562090332e-05       9.182400704171e-03      -1.442091612830e+01       2.164936801176e-03 
       1.151067886063e+04       5.794361331564e-01      -2.449143249799e+00      -1.102841786816e-04      -7.445573874137e-03       6.858709352849e-05      -1.104988292975e-04      -1.722142923302e-04      -1.470504490779e+01       2.180403466454e-03       5.501677407789e-01       5.501675100095e-01      -2.438692032415e+00      -9.600303210039e-05       3.981518384735e-03      -1.470687572494e+01       2.180594970379e-03 
       1.163897199010e+04       5.942922717531e-01      -2.439849608801e+00      -1.165655458136e-04      -1.305149746314e-02       7.989668487384e-05      -9.306154125922e-05      -1.606186434166e-04      -1.499333543202e+01       2.195434171078e-03       5.476386216532e-01       5.476379617914e-01      -2.431708546261e+00      -1.038478082859e-04      -1.540348263444e-03      -1.499519057210e+01       2.195621850573e-03 
       1.176726511957e+04       6.095182240733e-01      -2.430075687954e+00      -1.221609399917e-04      -1.879390567922e-02       8.818046918647e-05      -7.620512206524e-05      -1.489411203110e-04      -1.528391381884e+01       2.209799791514e-03       5.449755329445e-01       5.449744730422e-01      -2.423972122113e+00      -1.110637911095e-04      -7.315369226172e-03      -1.528579279353e+01       2.209983683134e-03 
