# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=700
# for k=1.04206e-08 to 1.49015 h/Mpc,
# number of wavenumbers equal to 786
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                
       1.042057218184e-08      -1.746990309798e-12      -1.310242732349e-12      -1.310242732349e-12      -1.746990309798e-12      -1.310242732349e-12      -1.384775011663e-12       6.363152438852e-01       5.872336055894e-01 
       1.066329848923e-08      -1.829323426558e-12      -1.371992569919e-12      -1.371992569919e-12      -1.829323426558e-12      -1.371992569919e-12      -1.450037447340e-12       6.363152438852e-01       5.872336055893e-01 
       1.091167861863e-08      -1.915536783567e-12      -1.436652587675e-12      -1.436652587676e-12      -1.915536783567e-12      -1.436652587676e-12      -1.518375606853e-12       6.363152438852e-01       5.872336055893e-01 
       1.116584426446e-08      -2.005813250915e-12      -1.504359938186e-12      -1.504359938186e-12      -2.005813250914e-12      -1.504359938186e-12      -1.589934444599e-12       6.363152438851e-01       5.872336055893e-01 
       1.142593018872e-08      -2.100344317092e-12      -1.575258237819e-12      -1.575258237819e-12      -2.100344317091e-12      -1.575258237819e-12      -1.664865746469e-12       6.363152438851e-01       5.872336055893e-01 
       1.169207429241e-08      -2.199330495163e-12      -1.649497871372e-12      -1.649497871373e-12      -2.199330495162e-12      -1.649497871373e-12      -1.743328451800e-12       6.363152438851e-01       5.872336055893e-01 
       1.196441768865e-08      -2.302981748084e-12      -1.727236311063e-12      -1.727236311064e-12      -2.302981748084e-12      -1.727236311063e-12      -1.825488990509e-12       6.363152438852e-01       5.872336055894e-01 
       1.224310477751e-08      -2.411517934059e-12      -1.808638450544e-12      -1.808638450545e-12      -2.411517934058e-12      -1.808638450545e-12      -1.911521636115e-12       6.363152438851e-01       5.872336055893e-01 
       1.252828332259e-08      -2.525169272890e-12      -1.893876954668e-12      -1.893876954668e-12      -2.525169272889e-12      -1.893876954668e-12      -2.001608875393e-12       6.363152438851e-01       5.872336055893e-01 
       1.282010452931e-08      -2.644176834304e-12      -1.983132625728e-12      -1.983132625728e-12      -2.644176834303e-12      -1.983132625728e-12      -2.095941795456e-12       6.363152438851e-01       5.872336055893e-01 
       1.311872312515e-08      -2.768793049294e-12      -2.076594786971e-12      -2.076594786971e-12      -2.768793049294e-12      -2.076594786971e-12      -2.194720489075e-12       6.363152438851e-01       5.872336055893e-01 
       1.342429744164e-08      -2.899282245561e-12      -2.174461684171e-12      -2.174461684171e-12      -2.899282245560e-12      -2.174461684171e-12      -2.298154479103e-12       6.363152438851e-01       5.872336055893e-01 
       1.373698949832e-08      -3.035921208184e-12      -2.276940906138e-12      -2.276940906139e-12      -3.035921208183e-12      -2.276940906139e-12      -2.406463162899e-12       6.363152438851e-01       5.872336055893e-01 
       1.405696508867e-08      -3.178999766723e-12      -2.384249825042e-12      -2.384249825043e-12      -3.178999766721e-12      -2.384249825043e-12      -2.519876277705e-12       6.363152438851e-01       5.872336055893e-01 
       1.438439386797e-08      -3.328821409982e-12      -2.496616057487e-12      -2.496616057488e-12      -3.328821409981e-12      -2.496616057487e-12      -2.638634387941e-12       6.363152438851e-01       5.872336055893e-01 
       1.471944944330e-08      -3.485703929756e-12      -2.614277947317e-12      -2.614277947318e-12      -3.485703929754e-12      -2.614277947317e-12      -2.762989395482e-12       6.363152438851e-01       5.872336055893e-01 
       1.506230946556e-08      -3.649980094900e-12      -2.737485071175e-12      -2.737485071176e-12      -3.649980094899e-12      -2.737485071176e-12      -2.893205073971e-12       6.363152438851e-01       5.872336055893e-01 
       1.541315572367e-08      -3.821998357187e-12      -2.866498767891e-12      -2.866498767892e-12      -3.821998357186e-12      -2.866498767891e-12      -3.029557628321e-12       6.363152438851e-01       5.872336055893e-01 
       1.577217424096e-08      -4.002123590414e-12      -3.001592692811e-12      -3.001592692812e-12      -4.002123590413e-12      -3.001592692812e-12      -3.172336280580e-12       6.363152438851e-01       5.872336055893e-01 
       1.613955537381e-08      -4.190737864351e-12      -3.143053398264e-12      -3.143053398264e-12      -4.190737864349e-12      -3.143053398264e-12      -3.321843883413e-12       6.363152438851e-01       5.872336055893e-01 
       1.651549391254e-08      -4.388241255160e-12      -3.291180941370e-12      -3.291180941371e-12      -4.388241255157e-12      -3.291180941371e-12      -3.478397562490e-12       6.363152438851e-01       5.872336055893e-01 
       1.690018918476e-08      -4.595052694012e-12      -3.446289520510e-12      -3.446289520511e-12      -4.595052694010e-12      -3.446289520511e-12      -3.642329389154e-12       6.363152438851e-01       5.872336055893e-01 
       1.729384516098e-08      -4.811610855698e-12      -3.608708141774e-12      -3.608708141775e-12      -4.811610855696e-12      -3.608708141775e-12      -3.813987084787e-12       6.363152438850e-01       5.872336055892e-01 
       1.769667056282e-08      -5.038375089113e-12      -3.778781316835e-12      -3.778781316837e-12      -5.038375089110e-12      -3.778781316836e-12      -3.993734758378e-12       6.363152438850e-01       5.872336055893e-01 
       1.810887897364e-08      -5.275826391599e-12      -3.956869793700e-12      -3.956869793701e-12      -5.275826391595e-12      -3.956869793701e-12      -4.181953678841e-12       6.363152438850e-01       5.872336055893e-01 
       1.853068895179e-08      -5.524468429203e-12      -4.143351321903e-12      -4.143351321905e-12      -5.524468429200e-12      -4.143351321904e-12      -4.379043083741e-12       6.363152438850e-01       5.872336055892e-01 
       1.896232414650e-08      -5.784828605024e-12      -4.338621453769e-12      -4.338621453771e-12      -5.784828605021e-12      -4.338621453770e-12      -4.585421026130e-12       6.363152438850e-01       5.872336055892e-01 
       1.940401341647e-08      -6.057459177902e-12      -4.543094383428e-12      -4.543094383429e-12      -6.057459177898e-12      -4.543094383429e-12      -4.801525261293e-12       6.363152438850e-01       5.872336055892e-01 
