# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.04206e-08 to 1.49015 h/Mpc,
# number of wavenumbers equal to 786
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                
       1.042057218184e-08      -1.572736065100e-11      -1.179552048830e-11      -1.179552048830e-11      -1.572736065099e-11      -1.179552048830e-11      -1.190873144772e-11       6.122799945131e-01       5.968134653962e-01 
       1.066329848923e-08      -1.646856832315e-11      -1.235142624242e-11      -1.235142624242e-11      -1.646856832314e-11      -1.235142624242e-11      -1.246997266997e-11       6.122799945131e-01       5.968134653962e-01 
       1.091167861863e-08      -1.724470803670e-11      -1.293353102758e-11      -1.293353102758e-11      -1.724470803669e-11      -1.293353102758e-11      -1.305766437615e-11       6.122799945131e-01       5.968134653962e-01 
       1.116584426446e-08      -1.805742608802e-11      -1.354306956608e-11      -1.354306956608e-11      -1.805742608801e-11      -1.354306956608e-11      -1.367305313913e-11       6.122799945131e-01       5.968134653962e-01 
       1.142593018872e-08      -1.890844636109e-11      -1.418133477088e-11      -1.418133477089e-11      -1.890844636107e-11      -1.418133477088e-11      -1.431744428100e-11       6.122799945131e-01       5.968134653961e-01 
       1.169207429241e-08      -1.979957398398e-11      -1.484968048806e-11      -1.484968048806e-11      -1.979957398396e-11      -1.484968048806e-11      -1.499220464176e-11       6.122799945130e-01       5.968134653961e-01 
       1.196441768865e-08      -2.073269915786e-11      -1.554952436848e-11      -1.554952436848e-11      -2.073269915785e-11      -1.554952436848e-11      -1.569876547861e-11       6.122799945130e-01       5.968134653961e-01 
       1.224310477751e-08      -2.170980116634e-11      -1.628235087485e-11      -1.628235087485e-11      -2.170980116633e-11      -1.628235087485e-11      -1.643862550181e-11       6.122799945130e-01       5.968134653961e-01 
       1.252828332259e-08      -2.273295257378e-11      -1.704971443044e-11      -1.704971443044e-11      -2.273295257376e-11      -1.704971443044e-11      -1.721335405366e-11       6.122799945130e-01       5.968134653961e-01 
       1.282010452931e-08      -2.380432362148e-11      -1.785324271622e-11      -1.785324271623e-11      -2.380432362147e-11      -1.785324271623e-11      -1.802459443729e-11       6.122799945130e-01       5.968134653961e-01 
