# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=800
# for k=1.04206e-08 to 1.49015 h/Mpc,
# number of wavenumbers equal to 786
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                
       1.042057218184e-08      -1.474701202112e-12      -1.106025901584e-12      -1.106025901584e-12      -1.474701202112e-12      -1.106025901584e-12      -1.176208060033e-12       6.377814437192e-01       5.893632094191e-01 
       1.066329848923e-08      -1.544201728577e-12      -1.158151296432e-12      -1.158151296433e-12      -1.544201728576e-12      -1.158151296433e-12      -1.231641038108e-12       6.377814437192e-01       5.893632094191e-01 
       1.091167861863e-08      -1.616977713942e-12      -1.212733285457e-12      -1.212733285457e-12      -1.616977713942e-12      -1.212733285457e-12      -1.289686491954e-12       6.377814437192e-01       5.893632094191e-01 
       1.116584426446e-08      -1.693183525831e-12      -1.269887644373e-12      -1.269887644373e-12      -1.693183525831e-12      -1.269887644373e-12      -1.350467543761e-12       6.377814437192e-01       5.893632094190e-01 
       1.142593018872e-08      -1.772980806987e-12      -1.329735605240e-12      -1.329735605240e-12      -1.772980806987e-12      -1.329735605240e-12      -1.414113118288e-12       6.377814437192e-01       5.893632094190e-01 
       1.169207429241e-08      -1.856538818142e-12      -1.392404113607e-12      -1.392404113607e-12      -1.856538818142e-12      -1.392404113607e-12      -1.480758216333e-12       6.377814437192e-01       5.893632094191e-01 
       1.196441768865e-08      -1.944034797042e-12      -1.458026097781e-12      -1.458026097781e-12      -1.944034797041e-12      -1.458026097781e-12      -1.550544201083e-12       6.377814437192e-01       5.893632094191e-01 
       1.224310477751e-08      -2.035654334386e-12      -1.526740750790e-12      -1.526740750790e-12      -2.035654334386e-12      -1.526740750790e-12      -1.623619097969e-12       6.377814437192e-01       5.893632094191e-01 
       1.252828332259e-08      -2.131591767500e-12      -1.598693825625e-12      -1.598693825625e-12      -2.131591767499e-12      -1.598693825625e-12      -1.700137908644e-12       6.377814437192e-01       5.893632094191e-01 
       1.282010452931e-08      -2.232050592539e-12      -1.674037944404e-12      -1.674037944405e-12      -2.232050592538e-12      -1.674037944405e-12      -1.780262939764e-12       6.377814437192e-01       5.893632094191e-01 
       1.311872312515e-08      -2.337243896142e-12      -1.752932922106e-12      -1.752932922107e-12      -2.337243896141e-12      -1.752932922107e-12      -1.864164147264e-12       6.377814437192e-01       5.893632094191e-01 
       1.342429744164e-08      -2.447394807407e-12      -1.835546105556e-12      -1.835546105556e-12      -2.447394807407e-12      -1.835546105556e-12      -1.952019496853e-12       6.377814437192e-01       5.893632094191e-01 
       1.373698949832e-08      -2.562736971188e-12      -1.922052728391e-12      -1.922052728391e-12      -2.562736971187e-12      -1.922052728391e-12      -2.044015341507e-12       6.377814437192e-01       5.893632094191e-01 
       1.405696508867e-08      -2.683515043676e-12      -2.012636282757e-12      -2.012636282758e-12      -2.683515043675e-12      -2.012636282758e-12      -2.140346816746e-12       6.377814437192e-01       5.893632094191e-01 
       1.438439386797e-08      -2.809985211357e-12      -2.107488908518e-12      -2.107488908519e-12      -2.809985211357e-12      -2.107488908519e-12      -2.241218254544e-12       6.377814437191e-01       5.893632094190e-01 
       1.471944944330e-08      -2.942415734413e-12      -2.206811800810e-12      -2.206811800811e-12      -2.942415734412e-12      -2.206811800810e-12      -2.346843616746e-12       6.377814437192e-01       5.893632094191e-01 
       1.506230946556e-08      -3.081087515738e-12      -2.310815636804e-12      -2.310815636804e-12      -3.081087515737e-12      -2.310815636804e-12      -2.457446948906e-12       6.377814437191e-01       5.893632094190e-01 
       1.541315572367e-08      -3.226294696773e-12      -2.419721022580e-12      -2.419721022580e-12      -3.226294696771e-12      -2.419721022580e-12      -2.573262855520e-12       6.377814437191e-01       5.893632094190e-01 
       1.577217424096e-08      -3.378345281416e-12      -2.533758961062e-12      -2.533758961063e-12      -3.378345281414e-12      -2.533758961063e-12      -2.694536997654e-12       6.377814437191e-01       5.893632094190e-01 
       1.613955537381e-08      -3.537561789343e-12      -2.653171342008e-12      -2.653171342008e-12      -3.537561789342e-12      -2.653171342008e-12      -2.821526614023e-12       6.377814437191e-01       5.893632094191e-01 
       1.651549391254e-08      -3.704281940116e-12      -2.778211455087e-12      -2.778211455088e-12      -3.704281940114e-12      -2.778211455087e-12      -2.954501066629e-12       6.377814437191e-01       5.893632094190e-01 
       1.690018918476e-08      -3.878859369524e-12      -2.909144527143e-12      -2.909144527144e-12      -3.878859369523e-12      -2.909144527144e-12      -3.093742412114e-12       6.377814437191e-01       5.893632094191e-01 
       1.729384516098e-08      -4.061664379703e-12      -3.046248284778e-12      -3.046248284779e-12      -4.061664379702e-12      -3.046248284779e-12      -3.239546000040e-12       6.377814437191e-01       5.893632094190e-01 
       1.769667056282e-08      -4.253084724589e-12      -3.189813543442e-12      -3.189813543443e-12      -4.253084724587e-12      -3.189813543443e-12      -3.392221099366e-12       6.377814437191e-01       5.893632094190e-01 
       1.810887897364e-08      -4.453526432396e-12      -3.340144824297e-12      -3.340144824298e-12      -4.453526432394e-12      -3.340144824298e-12      -3.552091554447e-12       6.377814437191e-01       5.893632094190e-01 
       1.853068895179e-08      -4.663414666861e-12      -3.497561000146e-12      -3.497561000147e-12      -4.663414666859e-12      -3.497561000147e-12      -3.719496471952e-12       6.377814437191e-01       5.893632094190e-01 
       1.896232414650e-08      -4.883194629070e-12      -3.662395971802e-12      -3.662395971804e-12      -4.883194629067e-12      -3.662395971803e-12      -3.894790940155e-12       6.377814437191e-01       5.893632094190e-01 
       1.940401341647e-08      -5.113332501787e-12      -3.834999376341e-12      -3.834999376342e-12      -5.113332501784e-12      -3.834999376342e-12      -4.078346782126e-12       6.377814437190e-01       5.893632094190e-01 
       1.985599095119e-08      -5.354316438298e-12      -4.015737328724e-12      -4.015737328725e-12      -5.354316438295e-12      -4.015737328725e-12      -4.270553344416e-12       6.377814437190e-01       5.893632094190e-01 
       2.031849639514e-08      -5.606657597840e-12      -4.204993198380e-12      -4.204993198382e-12      -5.606657597836e-12      -4.204993198382e-12      -4.471818322912e-12       6.377814437191e-01       5.893632094190e-01 
       2.079177497483e-08      -5.870891229844e-12      -4.403168422384e-12      -4.403168422385e-12      -5.870891229840e-12      -4.403168422385e-12      -4.682568627618e-12       6.377814437190e-01       5.893632094189e-01 
       2.127607762882e-08      -6.147577809271e-12      -4.610683356954e-12      -4.610683356956e-12      -6.147577809267e-12      -4.610683356956e-12      -4.903251288187e-12       6.377814437190e-01       5.893632094190e-01 
       2.177166114080e-08      -6.437304225452e-12      -4.827978169089e-12      -4.827978169092e-12      -6.437304225447e-12      -4.827978169091e-12      -5.134334402127e-12       6.377814437190e-01       5.893632094189e-01 
       2.227878827569e-08      -6.740685026959e-12      -5.055513770220e-12      -5.055513770223e-12      -6.740685026954e-12      -5.055513770222e-12      -5.376308127708e-12       6.377814437190e-01       5.893632094189e-01 
       2.279772791902e-08      -7.058363725148e-12      -5.293772793862e-12      -5.293772793864e-12      -7.058363725142e-12      -5.293772793864e-12      -5.629685723640e-12       6.377814437190e-01       5.893632094189e-01 
       2.332875521946e-08      -7.391014159129e-12      -5.543260619347e-12      -5.543260619350e-12      -7.391014159123e-12      -5.543260619350e-12      -5.895004637778e-12       6.377814437189e-01       5.893632094189e-01 
       2.387215173470e-08      -7.739341925072e-12      -5.804506443805e-12      -5.804506443808e-12      -7.739341925065e-12      -5.804506443808e-12      -6.172827647110e-12       6.377814437189e-01       5.893632094189e-01 
       2.442820558078e-08      -8.104085872870e-12      -6.078064404653e-12      -6.078064404657e-12      -8.104085872863e-12      -6.078064404656e-12      -6.463744051487e-12       6.377814437189e-01       5.893632094189e-01 
       2.499721158481e-08      -8.486019673338e-12      -6.364514755005e-12      -6.364514755008e-12      -8.486019673330e-12      -6.364514755008e-12      -6.768370923606e-12       6.377814437189e-01       5.893632094189e-01 
       2.557947144129e-08      -8.885953459273e-12      -6.664465094456e-12      -6.664465094460e-12      -8.885953459264e-12      -6.664465094459e-12      -7.087354417905e-12       6.377814437189e-01       5.893632094188e-01 
       2.617529387212e-08      -9.304735543856e-12      -6.978551657893e-12      -6.978551657898e-12      -9.304735543846e-12      -6.978551657897e-12      -7.421371141143e-12       6.377814437189e-01       5.893632094189e-01 
       2.678499479023e-08      -9.743254220035e-12      -7.307440665028e-12      -7.307440665033e-12      -9.743254220025e-12      -7.307440665032e-12      -7.771129587571e-12       6.377814437188e-01       5.893632094189e-01 
       2.740889746712e-08      -1.020243964472e-11      -7.651829733538e-12      -7.651829733544e-12      -1.020243964470e-11      -7.651829733543e-12      -8.137371641749e-12       6.377814437188e-01       5.893632094188e-01 
       2.804733270425e-08      -1.068326581175e-11      -8.012449358812e-12      -8.012449358818e-12      -1.068326581173e-11      -8.012449358817e-12      -8.520874152175e-12       6.377814437188e-01       5.893632094188e-01 
       2.870063900842e-08      -1.118675261790e-11      -8.390064463424e-12      -8.390064463430e-12      -1.118675261788e-11      -8.390064463429e-12      -8.922450579091e-12       6.377814437188e-01       5.893632094188e-01 
       2.936916277130e-08      -1.171396802618e-11      -8.785476019638e-12      -8.785476019645e-12      -1.171396802617e-11      -8.785476019644e-12      -9.342952719939e-12       6.377814437187e-01       5.893632094187e-01 
       3.005325845302e-08      -1.226603033117e-11      -9.199522748379e-12      -9.199522748387e-12      -1.226603033115e-11      -9.199522748386e-12      -9.783272516137e-12       6.377814437187e-01       5.893632094187e-01 
       3.075328877018e-08      -1.284411053103e-11      -9.633082898271e-12      -9.633082898280e-12      -1.284411053101e-11      -9.633082898279e-12      -1.024434394501e-11       6.377814437187e-01       5.893632094188e-01 
       3.146962488811e-08      -1.344943481136e-11      -1.008707610852e-11      -1.008707610853e-11      -1.344943481134e-11      -1.008707610853e-11      -1.072714500087e-11       6.377814437186e-01       5.893632094187e-01 
       3.220264661771e-08      -1.408328714612e-11      -1.056246535959e-11      -1.056246535960e-11      -1.408328714610e-11      -1.056246535960e-11      -1.123269976949e-11       6.377814437186e-01       5.893632094187e-01 
       3.295274261680e-08      -1.474701202110e-11      -1.106025901583e-11      -1.106025901584e-11      -1.474701202107e-11      -1.106025901584e-11      -1.176208060032e-11       6.377814437186e-01       5.893632094187e-01 
       3.372031059620e-08      -1.544201728574e-11      -1.158151296431e-11      -1.158151296432e-11      -1.544201728571e-11      -1.158151296432e-11      -1.231641038107e-11       6.377814437186e-01       5.893632094187e-01 
       3.450575753062e-08      -1.616977713939e-11      -1.212733285455e-11      -1.212733285456e-11      -1.616977713937e-11      -1.212733285456e-11      -1.289686491953e-11       6.377814437186e-01       5.893632094187e-01 
       3.530949987442e-08      -1.693183525828e-11      -1.269887644371e-11      -1.269887644373e-11      -1.693183525825e-11      -1.269887644373e-11      -1.350467543759e-11       6.377814437185e-01       5.893632094186e-01 
       3.613196378243e-08      -1.772980806984e-11      -1.329735605238e-11      -1.329735605240e-11      -1.772980806980e-11      -1.329735605240e-11      -1.414113118287e-11       6.377814437185e-01       5.893632094186e-01 
       3.697358533591e-08      -1.856538818139e-11      -1.392404113605e-11      -1.392404113606e-11      -1.856538818135e-11      -1.392404113606e-11      -1.480758216331e-11       6.377814437184e-01       5.893632094186e-01 
       3.783481077373e-08      -1.944034797037e-11      -1.458026097779e-11      -1.458026097781e-11      -1.944034797033e-11      -1.458026097780e-11      -1.550544201081e-11       6.377814437184e-01       5.893632094185e-01 
       3.871609672902e-08      -2.035654334382e-11      -1.526740750787e-11      -1.526740750789e-11      -2.035654334377e-11      -1.526740750789e-11      -1.623619097967e-11       6.377814437183e-01       5.893632094185e-01 
