# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=600
# for k=1.04206e-08 to 1.49015 h/Mpc,
# number of wavenumbers equal to 786
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                
       1.042057218184e-08      -2.115972888125e-12      -1.586979666094e-12      -1.586979666094e-12      -2.115972888124e-12      -1.586979666094e-12      -1.666307214468e-12       6.346607756673e-01       5.863850582994e-01 
       1.066329848923e-08      -2.215695618057e-12      -1.661771713543e-12      -1.661771713543e-12      -2.215695618056e-12      -1.661771713543e-12      -1.744837854093e-12       6.346607756672e-01       5.863850582993e-01 
       1.091167861863e-08      -2.320118135459e-12      -1.740088601594e-12      -1.740088601594e-12      -2.320118135458e-12      -1.740088601594e-12      -1.827069528740e-12       6.346607756672e-01       5.863850582994e-01 
       1.116584426446e-08      -2.429461934489e-12      -1.822096450867e-12      -1.822096450867e-12      -2.429461934489e-12      -1.822096450867e-12      -1.913176662818e-12       6.346607756672e-01       5.863850582993e-01 
       1.142593018872e-08      -2.543958948007e-12      -1.907969211005e-12      -1.907969211006e-12      -2.543958948006e-12      -1.907969211005e-12      -2.003341901101e-12       6.346607756672e-01       5.863850582993e-01 
       1.169207429241e-08      -2.663852039527e-12      -1.997889029646e-12      -1.997889029646e-12      -2.663852039527e-12      -1.997889029646e-12      -2.097756496150e-12       6.346607756672e-01       5.863850582993e-01 
       1.196441768865e-08      -2.789395518373e-12      -2.092046638780e-12      -2.092046638780e-12      -2.789395518372e-12      -2.092046638780e-12      -2.196620713978e-12       6.346607756672e-01       5.863850582994e-01 
       1.224310477751e-08      -2.920855679093e-12      -2.190641759320e-12      -2.190641759321e-12      -2.920855679092e-12      -2.190641759321e-12      -2.300144258846e-12       6.346607756672e-01       5.863850582994e-01 
       1.252828332259e-08      -3.058511366315e-12      -2.293883524737e-12      -2.293883524737e-12      -3.058511366314e-12      -2.293883524737e-12      -2.408546718073e-12       6.346607756672e-01       5.863850582993e-01 
       1.282010452931e-08      -3.202654566206e-12      -2.401990924655e-12      -2.401990924656e-12      -3.202654566205e-12      -2.401990924656e-12      -2.522058027808e-12       6.346607756672e-01       5.863850582993e-01 
       1.311872312515e-08      -3.353591025820e-12      -2.515193269366e-12      -2.515193269366e-12      -3.353591025819e-12      -2.515193269366e-12      -2.640918960759e-12       6.346607756672e-01       5.863850582993e-01 
       1.342429744164e-08      -3.511640901624e-12      -2.633730676218e-12      -2.633730676219e-12      -3.511640901623e-12      -2.633730676219e-12      -2.765381636900e-12       6.346607756672e-01       5.863850582993e-01 
       1.373698949832e-08      -3.677139438593e-12      -2.757854578946e-12      -2.757854578946e-12      -3.677139438592e-12      -2.757854578946e-12      -2.895710058253e-12       6.346607756672e-01       5.863850582993e-01 
       1.405696508867e-08      -3.850437681315e-12      -2.887828260987e-12      -2.887828260987e-12      -3.850437681313e-12      -2.887828260987e-12      -3.032180668875e-12       6.346607756672e-01       5.863850582993e-01 
       1.438439386797e-08      -4.031903218595e-12      -3.023927413947e-12      -3.023927413948e-12      -4.031903218594e-12      -3.023927413948e-12      -3.175082941227e-12       6.346607756672e-01       5.863850582993e-01 
       1.471944944330e-08      -4.221920963170e-12      -3.166440722378e-12      -3.166440722379e-12      -4.221920963168e-12      -3.166440722379e-12      -3.324719990188e-12       6.346607756672e-01       5.863850582993e-01 
       1.506230946556e-08      -4.420893968149e-12      -3.315670476113e-12      -3.315670476114e-12      -4.420893968147e-12      -3.315670476113e-12      -3.481409216002e-12       6.346607756671e-01       5.863850582993e-01 
       1.541315572367e-08      -4.629244281955e-12      -3.471933211467e-12      -3.471933211468e-12      -4.629244281953e-12      -3.471933211468e-12      -3.645482977523e-12       6.346607756671e-01       5.863850582993e-01 
       1.577217424096e-08      -4.847413843536e-12      -3.635560382653e-12      -3.635560382654e-12      -4.847413843534e-12      -3.635560382654e-12      -3.817289297198e-12       6.346607756671e-01       5.863850582993e-01 
