# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=10
# for k=1.04206e-08 to 1.49015 h/Mpc,
# number of wavenumbers equal to 786
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                
       1.042057218184e-08      -1.516768550667e-10      -1.137576413061e-10      -1.137576413061e-10      -1.516768550666e-10      -1.137576413061e-10      -1.138796839685e-10       6.015232553443e-01       5.995313830102e-01 
       1.066329848923e-08      -1.588251650185e-10      -1.191188737705e-10      -1.191188737705e-10      -1.588251650184e-10      -1.191188737705e-10      -1.192466681264e-10       6.015232553443e-01       5.995313830101e-01 
       1.091167861863e-08      -1.663103644394e-10      -1.247327733368e-10      -1.247327733368e-10      -1.663103644392e-10      -1.247327733368e-10      -1.248665904551e-10       6.015232553443e-01       5.995313830101e-01 
       1.116584426446e-08      -1.741483304407e-10      -1.306112478385e-10      -1.306112478385e-10      -1.741483304406e-10      -1.306112478385e-10      -1.307513715633e-10       6.015232553442e-01       5.995313830101e-01 
       1.142593018872e-08      -1.823556883994e-10      -1.367667663082e-10      -1.367667663082e-10      -1.823556883992e-10      -1.367667663082e-10      -1.369134938607e-10       6.015232553442e-01       5.995313830101e-01 
       1.169207429241e-08      -1.909498472219e-10      -1.432123854260e-10      -1.432123854260e-10      -1.909498472217e-10      -1.432123854260e-10      -1.433660280350e-10       6.015232553441e-01       5.995313830100e-01 
       1.196441768865e-08      -1.999490362713e-10      -1.499617772140e-10      -1.499617772140e-10      -1.999490362711e-10      -1.499617772140e-10      -1.501226607761e-10       6.015232553441e-01       5.995313830100e-01 
       1.224310477751e-08      -2.093723440343e-10      -1.570292580372e-10      -1.570292580372e-10      -2.093723440341e-10      -1.570292580372e-10      -1.571977238080e-10       6.015232553441e-01       5.995313830100e-01 
       1.252828332259e-08      -2.192397586098e-10      -1.644298189700e-10      -1.644298189700e-10      -2.192397586096e-10      -1.644298189700e-10      -1.646062242879e-10       6.015232553440e-01       5.995313830099e-01 
       1.282010452931e-08      -2.295722101073e-10      -1.721791575943e-10      -1.721791575943e-10      -2.295722101071e-10      -1.721791575943e-10      -1.723638766387e-10       6.015232553440e-01       5.995313830099e-01 
       1.311872312515e-08      -2.403916150416e-10      -1.802937112964e-10      -1.802937112964e-10      -2.403916150413e-10      -1.802937112964e-10      -1.804871358811e-10       6.015232553439e-01       5.995313830099e-01 
       1.342429744164e-08      -2.517209228211e-10      -1.887906921325e-10      -1.887906921325e-10      -2.517209228208e-10      -1.887906921325e-10      -1.889932325371e-10       6.015232553439e-01       5.995313830098e-01 
       1.373698949832e-08      -2.635841644266e-10      -1.976881233382e-10      -1.976881233382e-10      -2.635841644263e-10      -1.976881233382e-10      -1.979002091780e-10       6.015232553438e-01       5.995313830098e-01 
       1.405696508867e-08      -2.760065033840e-10      -2.070048775580e-10      -2.070048775580e-10      -2.760065033836e-10      -2.070048775580e-10      -2.072269586955e-10       6.015232553438e-01       5.995313830097e-01 
       1.438439386797e-08      -2.890142891397e-10      -2.167607168767e-10      -2.167607168767e-10      -2.890142891394e-10      -2.167607168767e-10      -2.169932643758e-10       6.015232553437e-01       5.995313830097e-01 
       1.471944944330e-08      -3.026351129514e-10      -2.269763347376e-10      -2.269763347376e-10      -3.026351129510e-10      -2.269763347376e-10      -2.272198418626e-10       6.015232553436e-01       5.995313830096e-01 
       1.506230946556e-08      -3.168978664124e-10      -2.376733998357e-10      -2.376733998357e-10      -3.168978664120e-10      -2.376733998357e-10      -2.379283830979e-10       6.015232553436e-01       5.995313830096e-01 
       1.541315572367e-08      -3.318328027351e-10      -2.488746020802e-10      -2.488746020802e-10      -3.318328027346e-10      -2.488746020802e-10      -2.491416023334e-10       6.015232553435e-01       5.995313830095e-01 
       1.577217424096e-08      -3.474716009217e-10      -2.606037007230e-10      -2.606037007230e-10      -3.474716009212e-10      -2.606037007230e-10      -2.608832843104e-10       6.015232553434e-01       5.995313830095e-01 
       1.613955537381e-08      -3.638474329600e-10      -2.728855747548e-10      -2.728855747548e-10      -3.638474329594e-10      -2.728855747548e-10      -2.731783347107e-10       6.015232553434e-01       5.995313830094e-01 
